id,category_l1,category_l2,category_l3,scope,priority,question,question_aliases,answer_short,answer_detail,answer_format,keywords,tags,entities,related_ids,difficulty,era_start,era_end,region,language,fact_type,confidence,source_type,source_ref,content_flags,updated_at
WC-HLTH-00048,健康与训练,常见运动伤病科普,常见运动伤病科普知识38,both,4,2018年世界杯常见运动伤病科普小组赛有何亮点?,2018常见运动伤病科普小组赛,2018年俄罗斯主办，法国夺冠，常见运动伤病科普在小组赛阶段有代表事件。,该届共169球，决赛莫斯科。,fact,"2018,常见运动伤病科普,小组赛,俄罗斯","健康,常见运动伤病科普,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00049,健康与训练,常见运动伤病科普,常见运动伤病科普知识39,both,4,2022年世界杯常见运动伤病科普小组赛有何亮点?,2022常见运动伤病科普小组赛,2022年卡塔尔主办，阿根廷夺冠，常见运动伤病科普在小组赛阶段有代表事件。,该届共172球，决赛卢赛尔。,fact,"2022,常见运动伤病科普,小组赛,卡塔尔","健康,常见运动伤病科普,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00050,健康与训练,常见运动伤病科普,常见运动伤病科普知识40,both,4,1930年世界杯常见运动伤病科普十六强有何亮点?,1930常见运动伤病科普十六强,1930年乌拉圭主办，乌拉圭夺冠，常见运动伤病科普在十六强阶段有代表事件。,该届共70球，决赛蒙得维的亚。,fact,"1930,常见运动伤病科普,十六强,乌拉圭","健康,常见运动伤病科普,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00051,健康与训练,体能与恢复,体能与恢复要点1,both,4,世界杯赛程对体能挑战?,赛程体能,世界杯一个月内多场比赛，对球员体能与恢复是极大挑战。,2022年冬季举办亦影响俱乐部赛季。,fact,"体能,赛程,恢复,世界杯","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00052,健康与训练,体能与恢复,体能与恢复要点2,both,4,世界杯冰浴恢复有效吗?,冰浴恢复,冰浴与冷水疗法常用于赛后消炎与恢复，球队普遍采用。,科学训练团队个性化方案。,fact,"冰浴,恢复,赛后,科学","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00053,健康与训练,体能与恢复,体能与恢复要点3,both,4,高温比赛如何补水?,高温补水,2014巴西等高温赛事强调补水、电解质与冷却 breaks。,FIFA允许额外饮水暂停。,fact,"高温,补水,2014,巴西","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00054,健康与训练,体能与恢复,体能与恢复要点4,both,4,世界杯加时赛体能?,加时体能,淘汰赛加时赛对体能储备要求极高，教练换人策略关键。,2022年多场加时点球。,fact,"加时,体能,换人,淘汰赛","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00055,健康与训练,体能与恢复,体能与恢复要点5,both,4,飞行时差如何影响?,时差影响,跨洲比赛时差影响睡眠与状态，球队常提前抵达适应。,2002韩日、2022卡塔尔均有此问题。,fact,"时差,睡眠,适应,飞行","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00056,健康与训练,体能与恢复,体能与恢复要点6,both,4,1930年世界杯体能与恢复开幕式有何亮点?,1930体能与恢复开幕式,1930年乌拉圭主办，乌拉圭夺冠，体能与恢复在开幕式阶段有代表事件。,该届共70球，决赛蒙得维的亚。,fact,"1930,体能与恢复,开幕式,乌拉圭","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00057,健康与训练,体能与恢复,体能与恢复要点7,both,4,1934年世界杯体能与恢复开幕式有何亮点?,1934体能与恢复开幕式,1934年意大利主办，意大利夺冠，体能与恢复在开幕式阶段有代表事件。,该届共70球，决赛罗马。,fact,"1934,体能与恢复,开幕式,意大利","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00058,健康与训练,体能与恢复,体能与恢复要点8,both,4,1938年世界杯体能与恢复开幕式有何亮点?,1938体能与恢复开幕式,1938年法国主办，意大利夺冠，体能与恢复在开幕式阶段有代表事件。,该届共84球，决赛巴黎。,fact,"1938,体能与恢复,开幕式,法国","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00059,健康与训练,体能与恢复,体能与恢复要点9,both,4,1950年世界杯体能与恢复开幕式有何亮点?,1950体能与恢复开幕式,1950年巴西主办，乌拉圭夺冠，体能与恢复在开幕式阶段有代表事件。,该届共88球，决赛里约热内卢。,fact,"1950,体能与恢复,开幕式,巴西","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00060,健康与训练,体能与恢复,体能与恢复要点10,both,4,1954年世界杯体能与恢复开幕式有何亮点?,1954体能与恢复开幕式,1954年瑞士主办，西德夺冠，体能与恢复在开幕式阶段有代表事件。,该届共140球，决赛伯尔尼。,fact,"1954,体能与恢复,开幕式,瑞士","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00061,健康与训练,体能与恢复,体能与恢复知识1,both,4,1958年世界杯体能与恢复开幕式有何亮点?,1958体能与恢复开幕式,1958年瑞典主办，巴西夺冠，体能与恢复在开幕式阶段有代表事件。,该届共126球，决赛斯德哥尔摩。,fact,"1958,体能与恢复,开幕式,瑞典","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00062,健康与训练,体能与恢复,体能与恢复知识2,both,4,1962年世界杯体能与恢复开幕式有何亮点?,1962体能与恢复开幕式,1962年智利主办，巴西夺冠，体能与恢复在开幕式阶段有代表事件。,该届共89球，决赛圣地亚哥。,fact,"1962,体能与恢复,开幕式,智利","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00063,健康与训练,体能与恢复,体能与恢复知识3,both,4,1966年世界杯体能与恢复开幕式有何亮点?,1966体能与恢复开幕式,1966年英格兰主办，英格兰夺冠，体能与恢复在开幕式阶段有代表事件。,该届共89球，决赛伦敦。,fact,"1966,体能与恢复,开幕式,英格兰","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00064,健康与训练,体能与恢复,体能与恢复知识4,both,4,1970年世界杯体能与恢复开幕式有何亮点?,1970体能与恢复开幕式,1970年墨西哥主办，巴西夺冠，体能与恢复在开幕式阶段有代表事件。,该届共95球，决赛墨西哥城。,fact,"1970,体能与恢复,开幕式,墨西哥","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00065,健康与训练,体能与恢复,体能与恢复知识5,both,4,1974年世界杯体能与恢复开幕式有何亮点?,1974体能与恢复开幕式,1974年西德主办，西德夺冠，体能与恢复在开幕式阶段有代表事件。,该届共97球，决赛慕尼黑。,fact,"1974,体能与恢复,开幕式,西德","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00066,健康与训练,体能与恢复,体能与恢复知识6,both,4,1978年世界杯体能与恢复开幕式有何亮点?,1978体能与恢复开幕式,1978年阿根廷主办，阿根廷夺冠，体能与恢复在开幕式阶段有代表事件。,该届共102球，决赛布宜诺斯艾利斯。,fact,"1978,体能与恢复,开幕式,阿根廷","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00067,健康与训练,体能与恢复,体能与恢复知识7,both,4,1982年世界杯体能与恢复开幕式有何亮点?,1982体能与恢复开幕式,1982年西班牙主办，意大利夺冠，体能与恢复在开幕式阶段有代表事件。,该届共146球，决赛马德里。,fact,"1982,体能与恢复,开幕式,西班牙","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00068,健康与训练,体能与恢复,体能与恢复知识8,both,4,1986年世界杯体能与恢复开幕式有何亮点?,1986体能与恢复开幕式,1986年墨西哥主办，阿根廷夺冠，体能与恢复在开幕式阶段有代表事件。,该届共132球，决赛墨西哥城。,fact,"1986,体能与恢复,开幕式,墨西哥","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00069,健康与训练,体能与恢复,体能与恢复知识9,both,4,1990年世界杯体能与恢复开幕式有何亮点?,1990体能与恢复开幕式,1990年意大利主办，西德夺冠，体能与恢复在开幕式阶段有代表事件。,该届共115球，决赛罗马。,fact,"1990,体能与恢复,开幕式,意大利","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00070,健康与训练,体能与恢复,体能与恢复知识10,both,4,1994年世界杯体能与恢复开幕式有何亮点?,1994体能与恢复开幕式,1994年美国主办，巴西夺冠，体能与恢复在开幕式阶段有代表事件。,该届共141球，决赛帕萨迪纳。,fact,"1994,体能与恢复,开幕式,美国","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00071,健康与训练,体能与恢复,体能与恢复知识11,both,4,1998年世界杯体能与恢复开幕式有何亮点?,1998体能与恢复开幕式,1998年法国主办，法国夺冠，体能与恢复在开幕式阶段有代表事件。,该届共171球，决赛圣但尼。,fact,"1998,体能与恢复,开幕式,法国","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00072,健康与训练,体能与恢复,体能与恢复知识12,both,4,2002年世界杯体能与恢复开幕式有何亮点?,2002体能与恢复开幕式,2002年韩日主办，巴西夺冠，体能与恢复在开幕式阶段有代表事件。,该届共161球，决赛横滨。,fact,"2002,体能与恢复,开幕式,韩日","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00073,健康与训练,体能与恢复,体能与恢复知识13,both,4,2006年世界杯体能与恢复开幕式有何亮点?,2006体能与恢复开幕式,2006年德国主办，意大利夺冠，体能与恢复在开幕式阶段有代表事件。,该届共147球，决赛柏林。,fact,"2006,体能与恢复,开幕式,德国","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00074,健康与训练,体能与恢复,体能与恢复知识14,both,4,2010年世界杯体能与恢复开幕式有何亮点?,2010体能与恢复开幕式,2010年南非主办，西班牙夺冠，体能与恢复在开幕式阶段有代表事件。,该届共145球，决赛约翰内斯堡。,fact,"2010,体能与恢复,开幕式,南非","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00075,健康与训练,体能与恢复,体能与恢复知识15,both,4,2014年世界杯体能与恢复开幕式有何亮点?,2014体能与恢复开幕式,2014年巴西主办，德国夺冠，体能与恢复在开幕式阶段有代表事件。,该届共171球，决赛里约热内卢。,fact,"2014,体能与恢复,开幕式,巴西","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00076,健康与训练,体能与恢复,体能与恢复知识16,both,4,2018年世界杯体能与恢复开幕式有何亮点?,2018体能与恢复开幕式,2018年俄罗斯主办，法国夺冠，体能与恢复在开幕式阶段有代表事件。,该届共169球，决赛莫斯科。,fact,"2018,体能与恢复,开幕式,俄罗斯","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00077,健康与训练,体能与恢复,体能与恢复知识17,both,4,2022年世界杯体能与恢复开幕式有何亮点?,2022体能与恢复开幕式,2022年卡塔尔主办，阿根廷夺冠，体能与恢复在开幕式阶段有代表事件。,该届共172球，决赛卢赛尔。,fact,"2022,体能与恢复,开幕式,卡塔尔","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00078,健康与训练,体能与恢复,体能与恢复知识18,both,4,1930年世界杯体能与恢复小组赛有何亮点?,1930体能与恢复小组赛,1930年乌拉圭主办，乌拉圭夺冠，体能与恢复在小组赛阶段有代表事件。,该届共70球，决赛蒙得维的亚。,fact,"1930,体能与恢复,小组赛,乌拉圭","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00079,健康与训练,体能与恢复,体能与恢复知识19,both,4,1934年世界杯体能与恢复小组赛有何亮点?,1934体能与恢复小组赛,1934年意大利主办，意大利夺冠，体能与恢复在小组赛阶段有代表事件。,该届共70球，决赛罗马。,fact,"1934,体能与恢复,小组赛,意大利","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00080,健康与训练,体能与恢复,体能与恢复知识20,both,4,1938年世界杯体能与恢复小组赛有何亮点?,1938体能与恢复小组赛,1938年法国主办，意大利夺冠，体能与恢复在小组赛阶段有代表事件。,该届共84球，决赛巴黎。,fact,"1938,体能与恢复,小组赛,法国","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00081,健康与训练,体能与恢复,体能与恢复知识21,both,4,1950年世界杯体能与恢复小组赛有何亮点?,1950体能与恢复小组赛,1950年巴西主办，乌拉圭夺冠，体能与恢复在小组赛阶段有代表事件。,该届共88球，决赛里约热内卢。,fact,"1950,体能与恢复,小组赛,巴西","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00082,健康与训练,体能与恢复,体能与恢复知识22,both,4,1954年世界杯体能与恢复小组赛有何亮点?,1954体能与恢复小组赛,1954年瑞士主办，西德夺冠，体能与恢复在小组赛阶段有代表事件。,该届共140球，决赛伯尔尼。,fact,"1954,体能与恢复,小组赛,瑞士","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00083,健康与训练,体能与恢复,体能与恢复知识23,both,4,1958年世界杯体能与恢复小组赛有何亮点?,1958体能与恢复小组赛,1958年瑞典主办，巴西夺冠，体能与恢复在小组赛阶段有代表事件。,该届共126球，决赛斯德哥尔摩。,fact,"1958,体能与恢复,小组赛,瑞典","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00084,健康与训练,体能与恢复,体能与恢复知识24,both,4,1962年世界杯体能与恢复小组赛有何亮点?,1962体能与恢复小组赛,1962年智利主办，巴西夺冠，体能与恢复在小组赛阶段有代表事件。,该届共89球，决赛圣地亚哥。,fact,"1962,体能与恢复,小组赛,智利","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00085,健康与训练,体能与恢复,体能与恢复知识25,both,4,1966年世界杯体能与恢复小组赛有何亮点?,1966体能与恢复小组赛,1966年英格兰主办，英格兰夺冠，体能与恢复在小组赛阶段有代表事件。,该届共89球，决赛伦敦。,fact,"1966,体能与恢复,小组赛,英格兰","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00086,健康与训练,体能与恢复,体能与恢复知识26,both,4,1970年世界杯体能与恢复小组赛有何亮点?,1970体能与恢复小组赛,1970年墨西哥主办，巴西夺冠，体能与恢复在小组赛阶段有代表事件。,该届共95球，决赛墨西哥城。,fact,"1970,体能与恢复,小组赛,墨西哥","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00087,健康与训练,体能与恢复,体能与恢复知识27,both,4,1974年世界杯体能与恢复小组赛有何亮点?,1974体能与恢复小组赛,1974年西德主办，西德夺冠，体能与恢复在小组赛阶段有代表事件。,该届共97球，决赛慕尼黑。,fact,"1974,体能与恢复,小组赛,西德","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00088,健康与训练,体能与恢复,体能与恢复知识28,both,4,1978年世界杯体能与恢复小组赛有何亮点?,1978体能与恢复小组赛,1978年阿根廷主办，阿根廷夺冠，体能与恢复在小组赛阶段有代表事件。,该届共102球，决赛布宜诺斯艾利斯。,fact,"1978,体能与恢复,小组赛,阿根廷","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00089,健康与训练,体能与恢复,体能与恢复知识29,both,4,1982年世界杯体能与恢复小组赛有何亮点?,1982体能与恢复小组赛,1982年西班牙主办，意大利夺冠，体能与恢复在小组赛阶段有代表事件。,该届共146球，决赛马德里。,fact,"1982,体能与恢复,小组赛,西班牙","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00090,健康与训练,体能与恢复,体能与恢复知识30,both,4,1986年世界杯体能与恢复小组赛有何亮点?,1986体能与恢复小组赛,1986年墨西哥主办，阿根廷夺冠，体能与恢复在小组赛阶段有代表事件。,该届共132球，决赛墨西哥城。,fact,"1986,体能与恢复,小组赛,墨西哥","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00091,健康与训练,体能与恢复,体能与恢复知识31,both,4,1990年世界杯体能与恢复小组赛有何亮点?,1990体能与恢复小组赛,1990年意大利主办，西德夺冠，体能与恢复在小组赛阶段有代表事件。,该届共115球，决赛罗马。,fact,"1990,体能与恢复,小组赛,意大利","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00092,健康与训练,体能与恢复,体能与恢复知识32,both,4,1994年世界杯体能与恢复小组赛有何亮点?,1994体能与恢复小组赛,1994年美国主办，巴西夺冠，体能与恢复在小组赛阶段有代表事件。,该届共141球，决赛帕萨迪纳。,fact,"1994,体能与恢复,小组赛,美国","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00093,健康与训练,体能与恢复,体能与恢复知识33,both,4,1998年世界杯体能与恢复小组赛有何亮点?,1998体能与恢复小组赛,1998年法国主办，法国夺冠，体能与恢复在小组赛阶段有代表事件。,该届共171球，决赛圣但尼。,fact,"1998,体能与恢复,小组赛,法国","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00094,健康与训练,体能与恢复,体能与恢复知识34,both,4,2002年世界杯体能与恢复小组赛有何亮点?,2002体能与恢复小组赛,2002年韩日主办，巴西夺冠，体能与恢复在小组赛阶段有代表事件。,该届共161球，决赛横滨。,fact,"2002,体能与恢复,小组赛,韩日","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00095,健康与训练,体能与恢复,体能与恢复知识35,both,4,2006年世界杯体能与恢复小组赛有何亮点?,2006体能与恢复小组赛,2006年德国主办，意大利夺冠，体能与恢复在小组赛阶段有代表事件。,该届共147球，决赛柏林。,fact,"2006,体能与恢复,小组赛,德国","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00096,健康与训练,体能与恢复,体能与恢复知识36,both,4,2010年世界杯体能与恢复小组赛有何亮点?,2010体能与恢复小组赛,2010年南非主办，西班牙夺冠，体能与恢复在小组赛阶段有代表事件。,该届共145球，决赛约翰内斯堡。,fact,"2010,体能与恢复,小组赛,南非","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00097,健康与训练,体能与恢复,体能与恢复知识37,both,4,2014年世界杯体能与恢复小组赛有何亮点?,2014体能与恢复小组赛,2014年巴西主办，德国夺冠，体能与恢复在小组赛阶段有代表事件。,该届共171球，决赛里约热内卢。,fact,"2014,体能与恢复,小组赛,巴西","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-HLTH-00098,健康与训练,体能与恢复,体能与恢复知识38,both,4,2018年世界杯体能与恢复小组赛有何亮点?,2018体能与恢复小组赛,2018年俄罗斯主办，法国夺冠，体能与恢复在小组赛阶段有代表事件。,该届共169球，决赛莫斯科。,fact,"2018,体能与恢复,小组赛,俄罗斯","健康,体能与恢复,科普",,,入门,,,全球,zh-CN,term,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
